variety_id,variety_slug,category,usda_zone,indoor_sow_start,indoor_sow_end,outdoor_transplant_start,outdoor_transplant_end,direct_sow_start,direct_sow_end,harvest_start,harvest_end
897,garden-phlox-david,flower,12,January,January,January,February,January,March,,
897,garden-phlox-david,flower,13,January,January,January,February,January,March,,
898,rudbeckia-goldstrum,flower,1,May,June,July,August,July,September,,
898,rudbeckia-goldstrum,flower,2,April,May,June,July,June,August,,
898,rudbeckia-goldstrum,flower,3,April,May,June,July,June,August,,
898,rudbeckia-goldstrum,flower,4,March,April,June,June,June,July,,
898,rudbeckia-goldstrum,flower,5,March,April,May,June,May,July,,
898,rudbeckia-goldstrum,flower,6,March,April,May,June,May,July,,
898,rudbeckia-goldstrum,flower,7,February,March,April,May,April,June,,
898,rudbeckia-goldstrum,flower,8,February,March,April,May,April,June,,
898,rudbeckia-goldstrum,flower,9,January,February,March,April,March,May,,
898,rudbeckia-goldstrum,flower,10,January,January,February,March,February,April,,
898,rudbeckia-goldstrum,flower,11,January,January,January,February,January,March,,
898,rudbeckia-goldstrum,flower,12,January,January,January,February,January,March,,
898,rudbeckia-goldstrum,flower,13,January,January,January,February,January,March,,
899,coneflower-magnus,flower,1,May,June,July,August,July,September,,
899,coneflower-magnus,flower,2,April,May,June,July,June,August,,
899,coneflower-magnus,flower,3,April,May,June,July,June,August,,
899,coneflower-magnus,flower,4,March,April,June,June,June,July,,
899,coneflower-magnus,flower,5,March,April,May,June,May,July,,
899,coneflower-magnus,flower,6,March,April,May,June,May,July,,
899,coneflower-magnus,flower,7,February,March,April,May,April,June,,
899,coneflower-magnus,flower,8,February,March,April,May,April,June,,
899,coneflower-magnus,flower,9,January,February,March,April,March,May,,
899,coneflower-magnus,flower,10,January,January,February,March,February,April,,
899,coneflower-magnus,flower,11,January,January,January,February,January,March,,
899,coneflower-magnus,flower,12,January,January,January,February,January,March,,
899,coneflower-magnus,flower,13,January,January,January,February,January,March,,
901,bee-balm-jacob-cline,flower,1,May,June,July,August,July,September,,
901,bee-balm-jacob-cline,flower,2,April,May,June,July,June,August,,
901,bee-balm-jacob-cline,flower,3,April,May,June,July,June,August,,
901,bee-balm-jacob-cline,flower,4,March,April,June,June,June,July,,
901,bee-balm-jacob-cline,flower,5,March,April,May,June,May,July,,
901,bee-balm-jacob-cline,flower,6,March,April,May,June,May,July,,
901,bee-balm-jacob-cline,flower,7,February,March,April,May,April,June,,
901,bee-balm-jacob-cline,flower,8,February,March,April,May,April,June,,
901,bee-balm-jacob-cline,flower,9,January,February,March,April,March,May,,
901,bee-balm-jacob-cline,flower,10,January,January,February,March,February,April,,
901,bee-balm-jacob-cline,flower,11,January,January,January,February,January,March,,
901,bee-balm-jacob-cline,flower,12,January,January,January,February,January,March,,
901,bee-balm-jacob-cline,flower,13,January,January,January,February,January,March,,
903,snapdragon-rocket-mix,flower,1,May,June,July,August,July,September,,
903,snapdragon-rocket-mix,flower,2,April,May,June,July,June,August,,
903,snapdragon-rocket-mix,flower,3,April,May,June,July,June,August,,
903,snapdragon-rocket-mix,flower,4,March,April,June,June,June,July,,
903,snapdragon-rocket-mix,flower,5,March,April,May,June,May,July,,
903,snapdragon-rocket-mix,flower,6,March,April,May,June,May,July,,
903,snapdragon-rocket-mix,flower,7,February,March,April,May,April,June,,
903,snapdragon-rocket-mix,flower,8,February,March,April,May,April,June,,
903,snapdragon-rocket-mix,flower,9,January,February,March,April,March,May,,
903,snapdragon-rocket-mix,flower,10,January,January,February,March,February,April,,
903,snapdragon-rocket-mix,flower,11,January,January,January,February,January,March,,
903,snapdragon-rocket-mix,flower,12,January,January,January,February,January,March,,
903,snapdragon-rocket-mix,flower,13,January,January,January,February,January,March,,
904,pansy-cool-wave-mix,flower,1,May,June,July,August,July,September,,
904,pansy-cool-wave-mix,flower,2,April,May,June,July,June,August,,
904,pansy-cool-wave-mix,flower,3,April,May,June,July,June,August,,
904,pansy-cool-wave-mix,flower,4,March,April,June,June,June,July,,
904,pansy-cool-wave-mix,flower,5,March,April,May,June,May,July,,
904,pansy-cool-wave-mix,flower,6,March,April,May,June,May,July,,
904,pansy-cool-wave-mix,flower,7,February,March,April,May,April,June,,
904,pansy-cool-wave-mix,flower,8,February,March,April,May,April,June,,
904,pansy-cool-wave-mix,flower,9,January,February,March,April,March,May,,
904,pansy-cool-wave-mix,flower,10,January,January,February,March,February,April,,
904,pansy-cool-wave-mix,flower,11,January,January,January,February,January,March,,
904,pansy-cool-wave-mix,flower,12,January,January,January,February,January,March,,
904,pansy-cool-wave-mix,flower,13,January,January,January,February,January,March,,
905,vinca-madagascar-mix,flower,1,May,June,July,August,July,September,,
905,vinca-madagascar-mix,flower,2,April,May,June,July,June,August,,
905,vinca-madagascar-mix,flower,3,April,May,June,July,June,August,,
905,vinca-madagascar-mix,flower,4,March,April,June,June,June,July,,
905,vinca-madagascar-mix,flower,5,March,April,May,June,May,July,,
905,vinca-madagascar-mix,flower,6,March,April,May,June,May,July,,
905,vinca-madagascar-mix,flower,7,February,March,April,May,April,June,,
905,vinca-madagascar-mix,flower,8,February,March,April,May,April,June,,
905,vinca-madagascar-mix,flower,9,January,February,March,April,March,May,,
905,vinca-madagascar-mix,flower,10,January,January,February,March,February,April,,
905,vinca-madagascar-mix,flower,11,January,January,January,February,January,March,,
905,vinca-madagascar-mix,flower,12,January,January,January,February,January,March,,
905,vinca-madagascar-mix,flower,13,January,January,January,February,January,March,,
906,sweet-pea-cupani,flower,1,May,June,July,August,July,September,,
906,sweet-pea-cupani,flower,2,April,May,June,July,June,August,,
906,sweet-pea-cupani,flower,3,April,May,June,July,June,August,,
906,sweet-pea-cupani,flower,4,March,April,June,June,June,July,,
906,sweet-pea-cupani,flower,5,March,April,May,June,May,July,,
906,sweet-pea-cupani,flower,6,March,April,May,June,May,July,,
906,sweet-pea-cupani,flower,7,February,March,April,May,April,June,,
906,sweet-pea-cupani,flower,8,February,March,April,May,April,June,,
906,sweet-pea-cupani,flower,9,January,February,March,April,March,May,,
906,sweet-pea-cupani,flower,10,January,January,February,March,February,April,,
906,sweet-pea-cupani,flower,11,January,January,January,February,January,March,,
906,sweet-pea-cupani,flower,12,January,January,January,February,January,March,,
906,sweet-pea-cupani,flower,13,January,January,January,February,January,March,,
907,marigold-french-durango-red,flower,1,May,June,July,August,July,September,,
907,marigold-french-durango-red,flower,2,April,May,June,July,June,August,,
907,marigold-french-durango-red,flower,3,April,May,June,July,June,August,,
907,marigold-french-durango-red,flower,4,March,April,June,June,June,July,,
907,marigold-french-durango-red,flower,5,March,April,May,June,May,July,,
907,marigold-french-durango-red,flower,6,March,April,May,June,May,July,,
907,marigold-french-durango-red,flower,7,February,March,April,May,April,June,,
907,marigold-french-durango-red,flower,8,February,March,April,May,April,June,,
907,marigold-french-durango-red,flower,9,January,February,March,April,March,May,,
907,marigold-french-durango-red,flower,10,January,January,February,March,February,April,,
907,marigold-french-durango-red,flower,11,January,January,January,February,January,March,,
907,marigold-french-durango-red,flower,12,January,January,January,February,January,March,,
907,marigold-french-durango-red,flower,13,January,January,January,February,January,March,,
909,zinnia-elegans-giant-dahlia-flowered-mix,flower,1,May,June,July,August,July,September,,
909,zinnia-elegans-giant-dahlia-flowered-mix,flower,2,April,May,June,July,June,August,,
909,zinnia-elegans-giant-dahlia-flowered-mix,flower,3,April,May,June,July,June,August,,
909,zinnia-elegans-giant-dahlia-flowered-mix,flower,4,March,April,June,June,June,July,,
909,zinnia-elegans-giant-dahlia-flowered-mix,flower,5,March,April,May,June,May,July,,
909,zinnia-elegans-giant-dahlia-flowered-mix,flower,6,March,April,May,June,May,July,,
909,zinnia-elegans-giant-dahlia-flowered-mix,flower,7,February,March,April,May,April,June,,
909,zinnia-elegans-giant-dahlia-flowered-mix,flower,8,February,March,April,May,April,June,,
909,zinnia-elegans-giant-dahlia-flowered-mix,flower,9,January,February,March,April,March,May,,
909,zinnia-elegans-giant-dahlia-flowered-mix,flower,10,January,January,February,March,February,April,,
909,zinnia-elegans-giant-dahlia-flowered-mix,flower,11,January,January,January,February,January,March,,
909,zinnia-elegans-giant-dahlia-flowered-mix,flower,12,January,January,January,February,January,March,,
909,zinnia-elegans-giant-dahlia-flowered-mix,flower,13,January,January,January,February,January,March,,
910,salvia-splendens-red-hot-sally,flower,1,May,June,July,August,July,September,,
910,salvia-splendens-red-hot-sally,flower,2,April,May,June,July,June,August,,
910,salvia-splendens-red-hot-sally,flower,3,April,May,June,July,June,August,,
910,salvia-splendens-red-hot-sally,flower,4,March,April,June,June,June,July,,
910,salvia-splendens-red-hot-sally,flower,5,March,April,May,June,May,July,,
910,salvia-splendens-red-hot-sally,flower,6,March,April,May,June,May,July,,
910,salvia-splendens-red-hot-sally,flower,7,February,March,April,May,April,June,,
910,salvia-splendens-red-hot-sally,flower,8,February,March,April,May,April,June,,
910,salvia-splendens-red-hot-sally,flower,9,January,February,March,April,March,May,,
910,salvia-splendens-red-hot-sally,flower,10,January,January,February,March,February,April,,
910,salvia-splendens-red-hot-sally,flower,11,January,January,January,February,January,March,,
910,salvia-splendens-red-hot-sally,flower,12,January,January,January,February,January,March,,
910,salvia-splendens-red-hot-sally,flower,13,January,January,January,February,January,March,,
911,impatiens-walleriana-super-elfin-xp-white,flower,1,May,June,July,August,July,September,,
911,impatiens-walleriana-super-elfin-xp-white,flower,2,April,May,June,July,June,August,,
911,impatiens-walleriana-super-elfin-xp-white,flower,3,April,May,June,July,June,August,,
911,impatiens-walleriana-super-elfin-xp-white,flower,4,March,April,June,June,June,July,,
911,impatiens-walleriana-super-elfin-xp-white,flower,5,March,April,May,June,May,July,,
911,impatiens-walleriana-super-elfin-xp-white,flower,6,March,April,May,June,May,July,,
911,impatiens-walleriana-super-elfin-xp-white,flower,7,February,March,April,May,April,June,,
911,impatiens-walleriana-super-elfin-xp-white,flower,8,February,March,April,May,April,June,,
911,impatiens-walleriana-super-elfin-xp-white,flower,9,January,February,March,April,March,May,,
911,impatiens-walleriana-super-elfin-xp-white,flower,10,January,January,February,March,February,April,,
911,impatiens-walleriana-super-elfin-xp-white,flower,11,January,January,January,February,January,March,,
911,impatiens-walleriana-super-elfin-xp-white,flower,12,January,January,January,February,January,March,,
911,impatiens-walleriana-super-elfin-xp-white,flower,13,January,January,January,February,January,March,,
912,sunflower-vincent-van-gogh,flower,1,May,June,July,August,July,September,,
912,sunflower-vincent-van-gogh,flower,2,April,May,June,July,June,August,,
912,sunflower-vincent-van-gogh,flower,3,April,May,June,July,June,August,,
912,sunflower-vincent-van-gogh,flower,4,March,April,June,June,June,July,,
912,sunflower-vincent-van-gogh,flower,5,March,April,May,June,May,July,,
912,sunflower-vincent-van-gogh,flower,6,March,April,May,June,May,July,,
912,sunflower-vincent-van-gogh,flower,7,February,March,April,May,April,June,,
912,sunflower-vincent-van-gogh,flower,8,February,March,April,May,April,June,,
912,sunflower-vincent-van-gogh,flower,9,January,February,March,April,March,May,,
912,sunflower-vincent-van-gogh,flower,10,January,January,February,March,February,April,,
912,sunflower-vincent-van-gogh,flower,11,January,January,January,February,January,March,,
912,sunflower-vincent-van-gogh,flower,12,January,January,January,February,January,March,,
912,sunflower-vincent-van-gogh,flower,13,January,January,January,February,January,March,,
913,rose-eden-climbing,flower,1,May,June,July,August,July,September,,
913,rose-eden-climbing,flower,2,April,May,June,July,June,August,,
913,rose-eden-climbing,flower,3,April,May,June,July,June,August,,
913,rose-eden-climbing,flower,4,March,April,June,June,June,July,,
913,rose-eden-climbing,flower,5,March,April,May,June,May,July,,
913,rose-eden-climbing,flower,6,March,April,May,June,May,July,,
913,rose-eden-climbing,flower,7,February,March,April,May,April,June,,
913,rose-eden-climbing,flower,8,February,March,April,May,April,June,,
913,rose-eden-climbing,flower,9,January,February,March,April,March,May,,
913,rose-eden-climbing,flower,10,January,January,February,March,February,April,,
913,rose-eden-climbing,flower,11,January,January,January,February,January,March,,
913,rose-eden-climbing,flower,12,January,January,January,February,January,March,,
913,rose-eden-climbing,flower,13,January,January,January,February,January,March,,
915,dahlia-bishop-of-llandaff,flower,1,May,June,July,August,July,September,,
915,dahlia-bishop-of-llandaff,flower,2,April,May,June,July,June,August,,
915,dahlia-bishop-of-llandaff,flower,3,April,May,June,July,June,August,,
915,dahlia-bishop-of-llandaff,flower,4,March,April,June,June,June,July,,
915,dahlia-bishop-of-llandaff,flower,5,March,April,May,June,May,July,,
915,dahlia-bishop-of-llandaff,flower,6,March,April,May,June,May,July,,
915,dahlia-bishop-of-llandaff,flower,7,February,March,April,May,April,June,,
915,dahlia-bishop-of-llandaff,flower,8,February,March,April,May,April,June,,
915,dahlia-bishop-of-llandaff,flower,9,January,February,March,April,March,May,,
915,dahlia-bishop-of-llandaff,flower,10,January,January,February,March,February,April,,
915,dahlia-bishop-of-llandaff,flower,11,January,January,January,February,January,March,,
915,dahlia-bishop-of-llandaff,flower,12,January,January,January,February,January,March,,
915,dahlia-bishop-of-llandaff,flower,13,January,January,January,February,January,March,,
916,hibiscus-luna-red,flower,1,May,June,July,August,July,September,,
916,hibiscus-luna-red,flower,2,April,May,June,July,June,August,,
